20,76.0
25,67.5
30,57.3
35,48.8
40,36.3
45,28.6
50, 20.8
55,14.0
60,7.3
65,3.5
70,1.4
75,0.4
80,1.4
85,4.2
90,7.9
95,13.8
100,21.4
105,30.4
110,38.5
115,49.5
120,60.8
125,70.5
130,81.6
135,91.2
140,100,0
145,108.1
150,116.1
155,120.5
160,120.5
165,119.2
170,115.4
175,108.0
180,104.0
185,96.5
190,88.3
195,79.0
200,70.5
